GISID,CALENDAR_YEAR,STATE_ROUTE,LOC_ROAD_NAME_RMS,INTERSECTION_FROM,SEGMENT_FROM,OFFSET_FROM,INTERSECTION_TO,SEGMENT_TO,OFFSET_TO,MUNICIPALITY_NAME1,MUNICIPALITY_NAME2,MUNICIPALITY_NAME3,LEG_DIST_1,LEG_DIST_2,LEG_DIST_3,SENATORIAL_DIST_1,SENATORIAL_DIST_2,CONG_DISTRICT,PLANNED,COUNTY,CNT_CODE,NLF_ID,NLF_B,NLF_E,PRIORITY,NOTES,SR,LIMITS_FROM,LIMITS_TO,MCD,BIKE_PROPOSED,BIKE_NOTES,BIKELTS_EXIST,BIKELTS_IMP,LTS_PRIORITY,PRIORITY_NOTES,PROPOSAL_SOURCE,PROJECTNUM,LETDATE,STARTWORK,CONSTRUCTIONRE,MCD_INTEREST,MCD_CONTACT,DVRPCSCREENING,PENNDOTSCREENING,DISMAINTENANCE,DATECOMMUNICATION,DATARECEIPT,DATEISSUANCE,DESIGNER,DATEASSIGNED,DATECOMPLTED,PENNDOTNOTS,COUNTYNOTES,BCGPNOTES,ISACTIVE,LASTUPDATE,SEG_REGI_PRIO,SEG_COUNTY_PRIO,SEG_PUB_PRIO,FACILITYIMP,PENNFEASISCREEN,PENNFEASISCREENNOTE,DATELETTER,OUTREACHNOTE,DVRPCNOTES,ADMINSELECTED,ALTERFUNDSTREAM,FUNDOPPORTNITY,FUNDNOTES,BATCHNUM,STRIPINGCOMPLETE,STRIPINGREVIEW,SIGNALREVISED,HASSIGNAGE,SIGNAGECOMPLETE,STRIPINGSHARE,OUTREACH_PRIORITIZED,SHORTCODE,LONGCODE,CHANGECODE,SOURCE,PROJECTECMS,ESTQUANTITIES,BFL_FROM,BFL_TO,SIGNALASSIGE,SIGNALCOMPLETED,NOTIFYCOUNTY
151,2018,0052,LENAPE RD,Street Rd / SR 0926,0103,0,Creek Rd / SR 3071,0103,640,POCOPSON,,,160,,,9,,7,0.12,Chester,15,77813,0,640,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,005201030103,00520103000001030640,0,5-year plan 2019-2023,,,,,,,
152,2018,0113,UWCHLAN AV,East Lancaster Ave / SR 3070,0010,0,Gordon Dr.,0094,1680,DOWNINGTOWN,UWCHLAN,EAST CALN,155,074,,19,,6,4.43,Chester,15,2789,0,23393,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,011300100094,01130010000000941680,0,5-year plan 2019-2023,,,,,,,
154,2018,0345,PINE SWAMP RD,340' N of Cornerstone Terr,0060,0,Berks County Line,0094,2803,WARWICK,,,026,,,44,,7,2.88,Chester,15,2811,0,15220,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,034500600094,03450060000000942803,0,5-year plan 2019-2023,,,,,,,
155,2018,0352,N CHESTER RD,West Chester Pk / SR 0003,0040,0,Lancaster Ave / SR 0030,0150,2001,WESTTOWN,EAST WHITELAND,EAST GOSHEN,167,156,,9,,6,5.62,Chester,15,2813,0,29650,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,035200400150,03520040000001502001,0,5-year plan 2019-2023,,,,,,,
157,2018,3025,LENAPE UNIONVIL,683' W of Red Lion Rd / SR 3027,0010,0,180' W of Roundabout at Lenape Rd / SR 0052,0050,547,POCOPSON,,,160,,,9,,7,1.66,Chester,15,2962,0,8771,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,302500100050,30250010000000500547,0,5-year plan 2019-2023,,,,,,,
162,2018,3070,BUSINESS 30/LIN,188' S of Uwchlan Ave / SR 0113,0305,0,340' N of Cornerstone Terr,0311,3469,EAST CALN,,,074,,,19,,6,0.79,Chester,15,3031,0,4147,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,307003050311,30700305000003113469,0,5-year plan 2019-2023,,,,,,,
164,2018,4019,DORLAN MILL RD,Creek Rd / SR 0282,0010,0,89' N of Longfields Rd,0010,2400,UPPER UWCHLAN,EAST BRANDYWINE,,155,,,44,,6,0.45,Chester,15,3084,0,2400,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,401900100010,40190010000000102400,0,5-year plan 2019-2023,,,,,,,
166,2019,0001,KENNETT OXFORD,Ramp from SR 0896 / SR 8007,0230,0,1005' N of SR 796,0270,2356,UPPER OXFORD,PENN,,013,,,19,,7,2.46,Chester,15,2760,53966,66935,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-01-14 09:00:54,No,No,No,N/A,N/A,,,,,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,000102300270,00010230000002702356,0,5-year plan 2019-2023,,,,,,,
172,2019,0082,MANOR RD,Hibernia Rd / SR 4009,0542,0,Chestnut St / SR 4082,0672,2530,ELVERSON,WEST NANTMEAL,WEST BRANDYWINE,155,026,,44,,7,7.56,Chester,15,24789,74867,114786,0,,,,,,N/A, ,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, ,Northernmost piece is on Bike Route L (signed). Elverson comp plan has a trail along rt 82 headed south. , ,No,2019-01-14 09:10:43,No,Yes,No,No,N/A,,,, ,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,008205420672,00820542000006722530,0,5-year plan 2019-2023,,,,,,,
176,2019,0322,WEST CHESTER BP,Downingtown Pk / SR 3072,0521,0,W. Chetster BP / SR 0202 / Fernhill Rd / SR 2012,0571,1933,WEST GOSHEN,,,156,,,9,,6,0.64,Chester,15,2806,0,1933,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-02-25 13:48:45,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,032205210571,03220521000005711933,0,5-year plan 2019-2023,,,,,,,
180,2019,1024,HOLLOW RD,Yellow Springs Rd,0110,0,State Rd / SR 0029,0130,3651,CHARLESTOWN,,,167,,,19,,6,2.23,Chester,15,2867,5973,17769,40,,,,,,Sharrows or Cyclists May Use Full Lane Signage,"This is a very low AADT roadway with a fairly narrow right-of-way, so sharrows or ""Cyclists May Use Full Lane"" signage is possible throughout.  ",0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-04-09 15:14:50,Yes,No,No,Yes,No,JB - 4/9/2019 ,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,102401100130,10240110000001303651,0,5-year plan 2019-2023,,,,,,,
182,2019,1038,TOWNSHIP LINE R,Pothouse Rd / SR 1036,0010,0,kimberton Rd / SR 0113,0010,453,SCHUYLKILL,,,155,157,167,44,19,6,0.09,Chester,15,2884,0,453,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-02-25 13:50:16,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,103800100010,10380010000000100453,0,5-year plan 2019-2023,,,,,,,
184,2019,3004,STATE RD,Maryland State Line,0010,0,Big Elk Crk. Bridge,0050,2873,ELK TOWNSHIP,,,013,,,19,,16,2.83,Chester,15,2933,0,14929,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-02-25 14:25:52,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,300400100050,30040010000000502873,0,5-year plan 2019-2023,,,,,,,
187,2019,3022,CORBY RD,Newark Rd / SR 0896,0010,0,Kelton Jennersville Rd / SR 0796,0016,1244,PENN,,,013,,,19,,7,1.1,Chester,15,2955,0,5804,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-02-25 13:51:13,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,302200100016,30220010000000161244,0,5-year plan 2019-2023,,,,,,,
188,2019,3024,CHESTERVILLE RD,Wickerton Rd / SR 0841,0010,0,Gap Newport Pk / SR 0041,0080,2527,NEW GARDEN,FRANKLIN,,158,013,,19,,16,4.45,Chester,15,2960,0,14317,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-02-25 13:52:55,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,302400100080,30240010000000802527,0,5-year plan 2019-2023,,,,,,,
191,2019,3056,DOE RUN STATION,Gum Tree Rd / SR 3043,0080,0,Chapel Rd,0080,3670,HIGHLAND,,,013,,,19,,7,0.7,Chester,15,3006,0,3670,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-03-01 15:01:53,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,305600800080,30560080000000803670,0,5-year plan 2019-2023,,,,,,,
192,2019,3065,COPELAND SCHOOL,Conner Rd / SR 3063,0010,0,Copeland School Rd / SR 3067,0010,3850,EAST BRADFORD,,,158,,,19,,6,0.73,Chester,15,3021,0,3850,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-03-01 15:02:13,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,306500100010,30650010000000103850,0,5-year plan 2019-2023,,,,,,,
193,2019,3077,GLENROSE RD,Five Points Rd / Stottsville Rd / SR 3079,0010,0,Glenrose Rd / Park Ave,0010,3531,HIGHLAND,EAST FALLOWFIELD,,013,,,19,,7,0.67,Chester,15,3040,0,3531,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-03-01 15:02:39,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,307700100010,30770010000000103531,0,5-year plan 2019-2023,,,,,,,
194,2019,3079,FIVE POINT RD,Gum Tree Rd / SR 3043,0010,0,Glenrose Rd / SR 3077,0030,1453,HIGHLAND,,,013,,,19,,7,1.62,Chester,15,3041,0,8567,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-03-01 15:03:08,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,307900100030,30790010000000301453,0,5-year plan 2019-2023,,,,,,,
196,2019,3103,NORTH CREEK RD,North Creek Rd (Twp),0030,0,Wickerton Rd / SR 0841 / Chesterville Rd / SR 3024,0040,1783,FRANKLIN,,,158,013,,19,,7,0.85,Chester,15,3056,0,4464,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-02-25 14:18:49,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,310300300040,31030030000000401783,0,5-year plan 2019-2023,,,,,,,
197,2019,4008,INDIAN RUN RD,Manor Rd / SR 0082,0010,0,Springton Rd / SR 4021,0040,3279,WALLACE,,,026,,,44,,7,2.1,Chester,15,3070,0,11080,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-02-25 14:18:15,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,400800100040,40080010000000403279,0,5-year plan 2019-2023,,,,,,,
198,2019,8008,RAMP F RD,SR 0030 + SR 0340 Interchange,0010,0,SR 0030 + SR 0340 Interchange,0750,454,CALN,,,074,,,44,,6,0.28,Chester,15,37971,0,454,30,,,,,,N/A, This is a highway on/off ramp for US 30- A non bike friendly highway. No treatments are recommended. ,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-03-11 15:59:36,Yes,No,No,No,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,800800100750,80080010000007500454,0,5-year plan 2019-2023,,,,,,,
199,2019,8009,RAMP E-1 RD,SR 0001 + SR 0796 Interchange,0010,0,SR 0001 + SR 0796 Interchange,0750,662,PENN,,,013,,,19,,7,0.52,Chester,15,37975,0,662,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-02-25 14:17:20,No,No,No,N/A,N/A,,,,,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,800900100750,80090010000007500662,0,5-year plan 2019-2023,,,,,,,
2124,2021,4085,BETHLEHEM PK,Sellersville Pk / Bethlehem Pk / SR 0309,10,0,State Rd / SR 0152,70,740,WEST ROCKHILL,HILLTOWN,,,,,,,,3.47,Bucks,9,,,,0,,,,,,N/A," Speed limit (50 mph) is much too high for unprotected bike lanes. I would only say bike lanes are feasible or safe if the center turn lane were removed, speed limit reduced to 35 mph, and a 2'-minimum buffer for bike lanes--all of which seems a bit beyond the scope of resurfacing.",0,0,N/A,,N/A,,,,,N/A," Lorraine E. Leslie lleslie@hilltown.org, Greg Lippincott manager@westrockhilltownship.org ",,,, ,,,,,, , ,Road has width for at least regular bike lanes. Perhaps reconfigure the center lane. Intersections look challenging.,No,2020-06-16 10:04:18,No,No,Yes,No,N/A,, , ," Speed limit (50 mph) is much too high for unprotected bike lanes. I would only say bike lanes are feasible or safe if the center turn lane were removed, speed limit reduced to 35 mph, and a 2'-minimum buffer for bike lanes--all of which seems a bit beyond the scope of resurfacing.",Y,N/A,,,2021-1,N/A,N/A,N/A,N/A,,,N/A,408500100070,40850010000000700740,3,5-year plan 2020-2024,,,,,,,
202,2020,0001,KENNETT OXFORD,1044' N of SR 796,0281,0,Milepost 17.0,0361,3324,PENN,LONDON GROVE,,013,,,19,,7,4.27,Chester,15,2761,67065,89601,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-07-30 14:25:55,No,N/A,N/A,N/A,N/A,,,,,N,N/A,,,2020-1,N/A,N/A,N/A,N/A,,,N/A,000102810361,00010281000003613324,0,5-year plan 2019-2023,,,,,,,
2135,2021,4202,BUTLER AV,996' S of Burpee Rd,121,0,State St / SR 03002 / SR 0611,121,1795,DOYLESTOWN,,,,,,,,,0.34,Bucks,9,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A, Stephanie J. Mason sjmason@doylestownpa.org,,,, ,,,,,, ," Although not formally on the County Bike Plan, a bike facility in this segment would provide safe bike/ped access in a heavily car trafficked area. This may warrant a closer look should other more obvious facilities come to fruition.", ,No,2020-04-14 15:04:11,No,No,No,N/A,N/A,, , , ,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,420201210121,42020121000001211795,3,5-year plan 2020-2024,,,,,,,
208,2020,0052,KENNETT PK,Delaware State Line,0053,0,Street Rd / SR 0926,0053,264,KENNETT,KENNETT,EAST MARLBOROUGH,160,158,,9,,16,0.05,Chester,15,2779,0,264,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,2020-1,N/A,N/A,N/A,N/A,,,N/A,005200530053,00520053000000530264,0,5-year plan 2019-2023,,,,,,,
217,2020,3100,POTTSTOWN PK,Goshen Rd,0131,0,Boot Rd / SR 2020,0191,1928,WEST WHITELAND,WEST GOSHEN,,167,156,,9,,6,0.73,Chester,15,42416,0,1928,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,2020-1,N/A,N/A,N/A,N/A,,,N/A,310001310191,31000131000001911928,0,5-year plan 2019-2023,,,,,,,
2076,2022,1010,TOHICKON HILL R,Stump Rd / SR 1011,104,0,Pont Pleasant Pk / SR 1006,140,2539,PLUMSTEAD,,,,,,,,,2.37,Bucks,9,,,,40,,,,,,N/A,"Roadway is too narrow for bike lanes, and speed limits too high for sharrows (35-40pmh, with steep slopes and blind curves in the 35pmh segment).",0,0,N/A,,N/A,,,,,N/A, Angela Benner - Township Manager   abenner@plumstead.gov,,,, ,,,,,, ," The 0.5 mile segment of Tohickon Hill Rd between Rodgers Rd and Groveland Road, is identified as a potential on-road connection between Ralph Stover State Park (Segment 37B), and Segment 38 - Groveland Rd. The Groveland Rd segment is proposed to be an on-road facility and is one of two proposed cross-township routes.", ,No,2021-05-20 11:35:48,Yes,Yes,No,No,N/A,, , ,Small portion in top 40%.,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,101001040140,10100104000001402539,0,5-year plan 2020-2024,,,,,,,
2077,2022,1014,GEIGEL HILL RD,Tohickon Creek / Bridge,70,0,Swamp Creek Rd,170,1920,TINICUM,BEDMINSTER,,,,,,,,6.23,Bucks,9,,,,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A," Bedminster Twsp - Richard Schilling, Manager (rschilling@bedminsterpa.com) /  Tinicum Twsp - Teri Lewis, Manager (tlewis@tinicumbucks.org)",,,, ,,,,,, , Not a priority but could serve as an on-road route between Nockamixon State Park and the D&L Trail and TInicum Park. , ,No,2021-05-21 12:00:58,No,No,No,N/A,N/A,, , , LTS 4,Y,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,101400700170,10140070000001701920,0,5-year plan 2020-2024,,,,,,,
2,2018,0413,LINCOLN HW,Flowers Mill Rd / SR 2037,0180,0,Durham Rd / SR 2049,0184,969,MIDDLETOWN,,,142,,,6,,8,0.92,Bucks,9,1937,31866,36738,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-14 08:15:41,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A, , ,,N/A,N/A,N/A,N/A,,,N/A,041301800184,04130180000001840969,0,5-year plan 2019-2023,,,,,,,
3,2018,0413,LINCOLN HW,Flowers Mill Rd / SR 2037,0181,0,Durham Rd / SR 2049,0185,969,MIDDLETOWN,,,142,,,6,,8,0.92,Bucks,9,1942,0,4880,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,041301810185,04130181000001850969,0,5-year plan 2019-2023,,,,,,,
4,2018,0532,BUSTLETON PK,County Line Rd / SR 2038,0010,0,Bridgetown Pk / SR 0213,0030,1648,LOWER SOUTHAMPTON,,,170,142,018,6,6,8,1.5,Bucks,9,1947,0,7914,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,053200100030,05320010000000301648,0,5-year plan 2019-2023,,,,,,,
5,2018,0532,BUSTLETON PK,County Line Rd / SR 2038,0011,0,Bridgetown Pk / SR 0213,0031,1648,LOWER SOUTHAMPTON,,,142,018,,6,6,8,1.5,Bucks,9,1949,0,7941,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,053200110031,05320011000000311648,0,5-year plan 2019-2023,,,,,,,
6,2018,1006,FERRY RD,E. Main St / SR 0152,0070,0,Old Easton Rd,0160,3465,CHALFONT,PLUMSTEAD,NEW BRITAIN,144,143,,10,,8,6.5,Bucks,9,1969,0,34316,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,100600700160,10060070000001603465,0,5-year plan 2019-2023,,,,,,,
8,2018,2037,LINCOLN HW,Neshaminy St / SR 2017,0100,0,E of Bucks Town Rd,0140,2368,PENNDEL,MIDDLETOWN,,142,141,140,6,,8,2.08,Bucks,9,2045,7132,7320,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,203701000140,20370100000001402368,0,5-year plan 2019-2023,,,,,,,
9,2018,2037,LINCOLN HW,Neshaminy St / SR 2017,0101,0,E of Bucks Town Rd,0141,2393,PENNDEL,MIDDLETOWN,,142,141,,6,,8,2.07,Bucks,9,2047,10820,7310,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,203701010141,20370101000001412393,0,5-year plan 2019-2023,,,,,,,
10,2018,2059,NEW FORD MILL R,Bordentown Rd / SR 2059,0090,0,Tyburn Rd / SR 2020,0120,2023,FALLS,,,140,,,10,,8,1.93,Bucks,9,2075,16505,26683,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,205900900120,20590090000001202023,0,5-year plan 2019-2023,,,,,,,
11,2018,2071,MAIN ST,Delvue Rd,0080,0,I-95 NB Off Ramp,0130,2310,YARDLEY,LOWER MAKEFIELD,,031,,,10,,8,2.3,Bucks,9,2087,14208,26359,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,207100800130,20710080000001302310,0,5-year plan 2019-2023,,,,,,,
15,2018,4067,STATE RD,W Of Tumblebrook Rd,0010,0,Quakertown Rd / SR 0212,0060,3840,SPRINGFIELD,,,145,,,24,,8,3.97,Bucks,9,2176,0,20996,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,406700100060,40670010000000603840,0,5-year plan 2019-2023,,,,,,,
16,2018,4101,OLD BETHELEM RD,Mountain View Dr / SR 0563,0010,0,Quakertown Rd / SR 0212,0100,1073,SPRINGFIELD,HAYCOCK,,145,143,,10,,8,5.63,Bucks,9,2200,0,29710,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,2019-01-08 09:33:51,N/A,N/A,N/A,N/A,N/A,,,,,N,N/A,,,,N/A,N/A,N/A,N/A,,,N/A,410100100100,41010010000001001073,0,5-year plan 2019-2023,,,,,,,
21,2019,0032,RIVER RD,Trib. Of Delaware River / Bridge / Culvert,0510,0,Byram Rd / SR 1006,0520,1835,TINICUM,PLUMSTEAD,,143,,,10,,8,0.84,Bucks,9,1899,129969,134379,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-01-14 08:33:59,No,No,No,N/A,N/A,,,,,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,003205100520,00320510000005201835,0,5-year plan 2019-2023,,,,,,,
25,2019,0152,LIMEKILN PK,County Line Rd / SR 2038,0033,0,Main St / Butler Ave / SR 0152 / SR 4202,0041,784,WARRINGTON,NEW BRITAIN,,144,,,12,,8,0.53,Bucks,9,73800,0,2790,0,,,,,, , No - Limekiln Pk cartway is too narrow for bike lanes and too dangerous for sharrows. Butler Ave is also too narrow for lanes and doesn't yet make a bike facility connection that would justify sharrows.,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,, , Yes - another previous success in this area. Twp would be on board above Butler Pike; focus on main street through town., Staff recomemendation/circuit/SEPTA connection,No,2019-01-14 08:52:54,No,Yes,Yes,No,N/A,,,, ,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,015200330041,01520033000000410784,0,5-year plan 2019-2023,,,,,,,
28,2019,1010,STUMP RD,Cabin Run Rd,0050,0,Durham Rd / SR 0413,0070,3616,PLUMSTEAD,,,143,,,10,,8,1.97,Bucks,9,1975,13172,23555,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-01-14 08:36:19,No,No,No,N/A,N/A,,,,,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,101000500070,10100050000000703616,0,5-year plan 2019-2023,,,,,,,
29,2019,1012,HEADQUARTERS RD,Durham Rd,0010,0,Branch Of Tinicum Creek / Bridge,0020,3694,TINICUM,,,143,,,24,,8,1.39,Bucks,9,1977,0,7346,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A, ,,,, ,,,,,, , Not part of bike plan, ,No,2019-02-21 16:15:35,No,No,No,N/A,N/A,, , No outreach to date, ,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,101200100020,10120010000000203694,0,5-year plan 2019-2023,,,,,,,
30,2019,1012,HEADQUARTERS RD,Branch Of Tinicum Creek / Bridge,0030,0,River Rd / SR 0032,0100,1482,TINICUM,,,143,,,24,,8,4.81,Bucks,9,1977,7346,32757,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A, ,,,, ,,,,,, , Not part of Bucks County Bike Plan but given that it intersects with River Rd/D&L Canal Towpath could be of interest, ,No,2019-02-21 14:04:12,No,No,No,N/A,N/A,, , No outreach to date to municipality, ,Y,N/A,,,2019-2,N/A,N/A,N/A,N/A,,,N/A,101200300100,10120030000001001482,0,5-year plan 2019-2023,,,,,,,
36,2019,2020,NEW TYBURN RD,Lincoln Hwy / SR 2037 / SR 2050,0010,0,Cedar Ln,0030,2691,FALLS,,,140,,,10,,8,1.71,Bucks,9,2012,0,9054,0,,,,,,N/A,,0,0,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,No,2019-01-14 08:42:45,No,No,No,N/A,N/A,,,,,N,N/A,,,2019-1,N/A,N/A,N/A,N/A,,,N/A,202000100030,20200010000000302691,0,5-year plan 2019-2023,,,,,,,
